EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1342,31,26-35,0,3,311,1,20,3,1,1,1881,2,1,89,3,2,2,3,0,4197,Upto 5k,18624,1,Y,0,11,3,1,80,1,10,2,3,10,8,0,2.0
RM1359,31,26-35,0,3,1079,2,10,2,3,1,1912,3,0,86,3,2,7,4,0,6583,5k-10k,20115,2,Y,1,11,3,4,80,1,8,2,3,5,2,1,4.0
RM1361,31,26-35,0,3,471,1,4,3,3,1,1916,1,0,62,4,1,2,3,0,3978,Upto 5k,16031,8,Y,0,12,3,2,80,1,4,0,2,2,2,2,2.0
RM1383,31,26-35,0,0,976,1,3,2,3,1,1948,3,1,48,3,1,6,1,0,3065,Upto 5k,3995,1,Y,1,13,3,4,80,1,4,3,4,4,2,2,3.0
RM1390,31,26-35,0,2,1125,1,1,3,1,1,1956,4,1,48,1,2,6,1,1,5003,5k-10k,5771,1,Y,0,21,4,2,80,0,10,6,3,10,8,8,7.0
RM1396,31,26-35,1,2,754,2,26,4,2,1,1967,1,1,63,3,2,7,4,1,5617,5k-10k,21075,1,Y,1,11,3,3,80,0,10,4,3,10,7,0,8.0
RM1403,31,26-35,0,3,1276,1,2,1,3,1,1974,4,0,59,1,1,2,4,0,1129,Upto 5k,17536,1,Y,1,11,3,3,80,3,1,4,3,1,0,0,0.0
RM1406,31,26-35,0,0,697,1,10,3,3,1,1979,3,0,40,3,3,5,3,1,11031,10k-15k,26862,4,Y,0,20,4,3,80,1,13,2,4,11,7,4,8.0
RM1418,31,26-35,0,3,1154,2,2,2,1,1,1996,1,1,54,3,1,8,3,1,3067,Upto 5k,6393,0,Y,0,19,3,3,80,1,3,1,3,2,2,1,2.0
RM1464,31,26-35,0,0,325,1,5,3,3,1,2057,2,1,74,3,2,4,1,2,9936,5k-10k,3787,0,Y,0,19,3,2,80,0,10,2,3,9,4,1,7.0
RM1464,31,26-35,0,0,325,1,5,3,3,1,2057,2,1,74,3,2,4,1,2,9936,5k-10k,3787,0,Y,0,19,3,2,80,0,10,2,3,9,4,1,7.0
RM006,32,26-35,0,2,1005,1,2,2,1,1,8,4,1,79,3,1,2,4,2,3068,Upto 5k,11864,0,Y,0,13,3,3,80,0,8,2,2,7,7,3,6.0
RM017,32,26-35,0,3,334,1,5,2,1,1,21,1,1,80,4,1,6,2,0,3298,Upto 5k,15053,0,Y,1,12,3,4,80,2,7,5,2,6,2,0,5.0
RM027,32,26-35,1,2,1125,1,16,1,1,1,33,2,0,72,1,1,6,1,2,3919,Upto 5k,4681,1,Y,1,22,4,2,80,0,10,5,3,10,2,6,
RM061,32,26-35,0,3,427,1,1,3,3,1,78,1,1,33,3,2,4,4,1,6162,5k-10k,10877,1,Y,1,22,4,2,80,1,9,3,3,9,8,7,8.0
RM074,32,26-35,0,3,548,1,1,3,1,1,96,2,1,66,3,2,6,2,1,6220,5k-10k,7346,1,Y,0,17,3,2,80,2,10,3,3,10,4,0,
RM095,32,26-35,0,3,1093,2,6,4,3,1,125,2,1,87,3,2,7,3,2,5010,5k-10k,24301,1,Y,0,16,3,1,80,0,12,0,3,11,8,5,7.0
RM102,32,26-35,0,3,827,1,1,1,1,1,134,4,1,71,3,1,6,1,2,2956,Upto 5k,15178,1,Y,0,13,3,4,80,0,1,2,3,1,0,0,0.0
RM141,32,26-35,1,3,1033,1,9,3,3,1,190,1,0,41,3,1,2,1,2,4200,Upto 5k,10224,7,Y,0,22,4,1,80,0,10,2,4,5,4,0,
RM145,32,26-35,0,2,689,2,9,2,3,1,195,4,1,35,1,2,7,4,0,4668,Upto 5k,22812,0,Y,0,17,3,4,80,3,9,2,4,8,7,0,
RM155,32,26-35,0,2,967,2,8,3,2,1,207,2,0,43,3,3,7,4,2,8998,5k-10k,15589,1,Y,0,14,3,4,80,0,9,2,3,9,8,3,7.0
RM170,32,26-35,0,3,120,1,6,5,1,1,231,3,1,43,3,1,6,3,2,3038,Upto 5k,12430,3,Y,0,20,4,1,80,0,8,2,3,5,4,1,4.0
RM211,32,26-35,1,3,1045,2,4,4,3,1,291,4,1,32,1,3,7,4,1,10400,10k-15k,25812,1,Y,0,11,3,3,80,0,14,2,2,14,8,9,
RM239,32,26-35,0,3,1401,2,4,2,1,1,330,3,0,56,3,1,8,2,1,3931,Upto 5k,20990,2,Y,0,11,3,1,80,1,6,5,3,4,3,1,2.0
RM240,32,26-35,1,3,515,1,1,3,1,1,331,4,1,62,2,1,2,3,2,3730,Upto 5k,9571,0,Y,1,14,3,4,80,0,4,2,1,3,2,1,2.0
RM242,32,26-35,0,0,976,2,26,4,2,1,333,3,1,100,3,2,7,4,1,4465,Upto 5k,12069,0,Y,0,18,3,1,80,0,4,2,3,3,2,2,2.0
RM261,32,26-35,0,2,1311,1,7,3,1,1,359,2,1,100,4,1,2,2,1,2794,Upto 5k,26062,1,Y,0,20,4,3,80,0,5,3,1,5,1,0,3.0
RM263,32,26-35,0,3,128,1,2,1,5,1,362,4,1,84,2,2,2,1,2,2176,Upto 5k,19737,4,Y,0,13,3,4,80,0,9,5,3,6,2,0,4.0
RM307,32,26-35,0,3,906,2,7,3,1,1,420,4,1,91,2,2,7,3,1,5484,5k-10k,16985,1,Y,0,14,3,3,80,1,13,3,2,13,8,4,8.0
RM320,32,26-35,0,3,588,2,8,2,5,1,436,3,0,65,2,2,7,2,1,5228,5k-10k,24624,1,Y,1,11,3,4,80,0,13,2,3,13,12,11,9.0
RM323,32,26-35,0,3,1018,1,2,4,3,1,439,1,0,74,4,2,6,4,2,5055,5k-10k,10557,7,Y,0,16,3,3,80,0,10,0,2,7,7,0,7.0
RM352,32,26-35,0,3,1062,1,2,3,3,1,471,3,0,75,3,1,2,2,1,2370,Upto 5k,3956,1,Y,0,13,3,3,80,1,8,4,3,8,0,0,7.0
RM470,32,26-35,1,0,1474,2,11,4,4,1,631,4,1,60,4,2,7,3,1,4707,Upto 5k,23914,8,Y,0,12,3,4,80,0,6,2,3,4,2,1,2.0
RM501,32,26-35,0,3,646,1,9,4,1,1,679,1,0,92,3,2,6,4,1,6322,5k-10k,18089,1,Y,1,12,3,4,80,1,6,2,2,6,4,0,5.0
RM528,32,26-35,0,3,929,2,10,3,2,1,722,4,1,55,3,2,7,4,2,5396,5k-10k,21703,1,Y,0,12,3,4,80,0,10,2,2,10,7,0,8.0
RM532,32,26-35,0,3,1018,1,3,2,1,1,727,3,0,39,3,3,5,4,2,11159,10k-15k,19373,3,Y,0,15,3,4,80,0,10,6,3,7,7,7,7.0
RM559,32,26-35,0,2,430,1,24,4,1,1,772,1,1,80,3,2,2,4,1,5309,5k-10k,21146,1,Y,0,15,3,4,80,2,10,2,3,10,8,4,7.0
RM601,32,26-35,0,3,859,1,4,3,1,1,830,3,0,98,2,2,4,3,1,6162,5k-10k,19124,1,Y,0,12,3,3,80,1,14,3,3,14,13,6,8.0
RM623,32,26-35,0,3,117,2,13,4,1,1,859,2,1,73,3,2,7,4,0,4403,Upto 5k,9250,2,Y,0,11,3,3,80,1,8,3,2,5,2,0,3.0
RM627,32,26-35,0,3,638,1,8,2,3,1,865,3,0,91,4,2,6,3,1,5175,5k-10k,22162,5,Y,0,12,3,3,80,1,9,3,2,5,3,1,3.0
RM638,32,26-35,0,0,300,1,1,3,1,1,882,4,1,61,3,1,2,4,0,2314,Upto 5k,9148,0,Y,0,12,3,2,80,1,4,2,3,3,0,0,2.0
RM642,32,26-35,0,2,379,2,5,2,1,1,889,2,1,48,3,2,7,2,1,6524,5k-10k,8891,1,Y,0,14,3,4,80,1,10,3,3,10,8,5,3.0
RM657,32,26-35,1,3,374,1,25,4,1,1,911,1,1,87,3,1,2,4,2,2795,Upto 5k,18016,1,Y,1,24,4,3,80,0,1,2,1,1,0,0,1.0
RM683,32,26-35,0,0,1184,1,1,3,1,1,951,3,0,70,2,1,2,2,1,2332,Upto 5k,3974,6,Y,0,20,4,3,80,0,5,3,3,3,0,0,2.0
RM693,32,26-35,0,3,498,1,3,4,3,1,966,3,0,93,3,2,4,1,1,6725,5k-10k,13554,1,Y,0,12,3,3,80,1,8,2,4,8,7,6,3.0
RM757,32,26-35,0,0,1109,1,29,4,3,1,1046,4,0,69,3,1,2,3,2,4025,Upto 5k,11135,9,Y,0,12,3,2,80,0,10,2,3,8,7,7,7.0
RM851,32,26-35,0,0,862,2,2,1,1,1,1190,3,0,76,3,1,8,1,0,2827,Upto 5k,14947,1,Y,0,12,3,3,80,3,1,3,3,1,0,0,0.0
RM881,32,26-35,0,2,116,1,13,3,4,1,1234,3,0,77,2,1,2,2,1,2743,Upto 5k,7331,1,Y,0,20,4,3,80,1,2,2,3,2,2,2,2.0
RM882,32,26-35,0,2,1316,1,2,2,1,1,1235,4,0,38,3,2,6,3,2,4998,Upto 5k,2338,4,Y,1,14,3,4,80,0,10,2,3,8,7,0,7.0
RM936,32,26-35,0,3,604,2,8,3,3,1,1304,3,1,56,4,2,7,4,1,6209,5k-10k,11693,1,Y,0,15,3,3,80,2,10,4,4,10,7,0,8.0
RM940,32,26-35,1,3,1089,1,7,2,1,1,1309,4,1,79,3,2,2,3,1,4883,Upto 5k,22845,1,Y,0,18,3,1,80,1,10,3,3,10,4,1,1.0
RM992,32,26-35,0,3,499,2,2,1,2,1,1396,3,1,36,3,2,7,2,1,4078,Upto 5k,20497,0,Y,1,13,3,1,80,3,4,3,2,3,2,1,2.0
RM1027,32,26-35,0,3,601,2,7,5,2,1,1446,4,1,97,3,2,7,4,1,9204,5k-10k,23343,4,Y,0,12,3,3,80,1,7,3,2,4,3,0,3.0
RM1076,32,26-35,0,3,495,1,10,3,3,1,1516,3,1,64,3,3,3,4,2,11244,10k-15k,21072,2,Y,0,25,4,2,80,0,10,5,4,5,2,0,0.0
RM1102,32,26-35,0,3,824,1,5,2,1,1,1555,4,0,67,2,2,6,2,1,5878,5k-10k,15624,3,Y,0,12,3,1,80,1,12,2,3,7,1,2,5.0
RM1114,32,26-35,0,0,1200,1,1,4,5,1,1574,4,1,62,3,2,6,1,1,4087,Upto 5k,25174,4,Y,0,14,3,2,80,1,9,3,2,6,5,1,2.0
RM1140,32,26-35,0,3,634,1,5,4,4,1,1607,2,0,35,4,1,6,4,1,3312,Upto 5k,18783,3,Y,0,17,3,4,80,2,6,3,3,3,2,0,2.0
RM1191,32,26-35,0,3,977,1,2,3,3,1,1671,4,1,45,3,2,6,2,0,5470,5k-10k,25518,0,Y,0,13,3,3,80,2,10,4,2,9,5,1,6.0
RM1206,32,26-35,1,3,1259,1,2,4,1,1,1692,4,1,95,3,1,2,2,2,1393,Upto 5k,24852,1,Y,0,12,3,1,80,0,1,2,3,1,0,0,0.0
RM1227,32,26-35,0,2,585,1,10,3,1,1,1720,1,1,56,3,1,6,3,1,3433,Upto 5k,17360,6,Y,0,13,3,1,80,1,10,3,2,5,2,1,3.0
RM1238,32,26-35,1,3,964,2,1,2,1,1,1734,1,1,34,1,2,7,2,2,6735,5k-10k,12147,6,Y,0,15,3,2,80,0,10,2,3,0,0,0,0.0
RM1242,32,26-35,0,3,371,2,19,3,1,1,1739,4,1,80,1,3,7,3,1,9610,5k-10k,3840,3,Y,0,13,3,3,80,1,10,2,1,4,3,0,2.0
RM1261,32,26-35,0,0,953,1,5,4,5,1,1764,2,1,65,3,1,6,2,2,2718,Upto 5k,17674,2,Y,0,14,3,2,80,0,12,3,3,7,7,0,7.0
RM1320,32,26-35,0,2,1318,2,10,4,2,1,1853,4,1,79,3,2,7,4,2,4648,Upto 5k,26075,8,Y,0,13,3,3,80,0,4,2,4,0,0,0,0.0
RM1327,32,26-35,1,3,414,2,2,4,2,1,1862,3,1,82,2,2,7,2,2,9907,5k-10k,26186,7,Y,1,12,3,3,80,0,7,3,2,2,2,2,2.0
RM1376,32,26-35,1,2,238,1,5,2,1,1,1939,1,0,47,4,1,6,3,2,2432,Upto 5k,15318,3,Y,1,14,3,1,80,0,8,2,3,4,1,0,3.0
RM1389,32,26-35,0,0,1146,1,15,4,3,1,1955,3,0,34,3,2,0,4,0,6667,5k-10k,16542,5,Y,0,18,3,2,80,1,9,6,3,5,1,1,2.0
RM1395,32,26-35,0,3,1373,1,5,4,1,1,1966,4,1,56,2,2,4,4,2,9679,5k-10k,10138,8,Y,0,24,4,2,80,0,8,1,3,1,0,0,0.0
RM1427,32,26-35,0,3,267,1,29,4,1,1,2010,3,0,49,2,1,2,2,2,2837,Upto 5k,15919,1,Y,0,13,3,3,80,0,6,3,3,6,2,4,1.0
RM1429,32,26-35,0,3,234,2,1,4,3,1,2013,2,1,68,2,1,8,2,1,2269,Upto 5k,18024,0,Y,0,14,3,2,80,1,3,2,3,2,2,2,2.0
RM1432,32,26-35,0,3,801,2,1,4,2,1,2016,3,0,48,3,3,7,4,1,10422,10k-15k,24032,1,Y,0,19,3,3,80,2,14,3,3,14,10,5,7.0
RM1450,32,26-35,0,3,529,1,2,3,5,1,2038,4,1,78,3,1,6,1,2,2439,Upto 5k,11288,1,Y,0,14,3,4,80,0,4,4,3,4,2,1,2.0
RM004,33,26-35,0,2,1392,1,3,4,1,1,5,4,0,56,3,1,6,3,1,2909,Upto 5k,23159,1,Y,1,11,3,3,80,0,8,3,3,8,7,3,0.0
RM031,33,26-35,0,3,924,1,2,3,3,1,39,3,1,78,3,1,2,4,2,2496,Upto 5k,6670,4,Y,0,11,3,4,80,0,7,3,3,1,1,0,
RM040,33,26-35,0,2,1141,2,1,3,1,1,52,3,0,42,4,2,7,1,1,5376,5k-10k,3193,2,Y,0,19,3,1,80,2,10,3,3,5,3,1,3.0
RM056,33,26-35,0,2,515,1,1,2,1,1,73,1,0,98,3,3,5,4,2,13458,10k-15k,15146,1,Y,1,12,3,3,80,0,15,1,3,15,14,8,12.0
RM122,33,26-35,0,0,750,2,22,2,2,1,160,3,1,95,3,2,7,2,1,6146,5k-10k,15480,0,Y,0,13,3,1,80,1,8,2,4,7,7,0,7.0
RM177,33,26-35,0,3,134,1,2,3,1,1,242,3,1,90,3,1,6,4,2,2500,Upto 5k,10515,0,Y,0,14,3,1,80,0,4,2,4,3,1,0,2.0
RM186,33,26-35,0,3,931,1,14,3,3,1,252,4,0,72,3,1,6,2,1,2756,Upto 5k,4673,1,Y,0,13,3,4,80,1,8,5,3,8,7,1,6.0
RM222,33,26-35,0,3,147,1,4,4,3,1,305,3,0,47,2,1,6,2,1,2622,Upto 5k,13248,6,Y,0,21,4,4,80,0,7,3,3,3,2,1,1.0
RM235,33,26-35,1,3,813,1,14,3,3,1,325,3,1,58,3,1,2,4,1,2436,Upto 5k,22149,5,Y,1,13,3,3,80,1,8,2,1,5,4,0,4.0
RM237,33,26-35,1,3,465,1,2,2,1,1,328,1,0,39,3,1,2,1,1,2707,Upto 5k,21509,7,Y,0,20,4,1,80,0,13,3,4,9,7,1,7.0
RM247,33,26-35,0,3,832,1,5,4,1,1,338,3,0,63,2,1,6,4,1,2911,Upto 5k,14776,1,Y,0,13,3,3,80,1,2,2,2,2,2,0,2.0
RM314,33,26-35,0,2,553,1,5,4,1,1,428,4,0,74,3,3,3,2,1,11878,10k-15k,23364,6,Y,0,11,3,2,80,2,12,2,3,10,6,8,8.0
RM329,33,26-35,0,2,508,2,10,3,2,1,446,2,1,46,2,2,7,4,2,4682,Upto 5k,4317,3,Y,0,14,3,3,80,0,9,6,2,7,7,0,1.0
RM364,33,26-35,1,3,350,2,5,3,2,1,485,4,0,34,3,1,8,3,2,2851,Upto 5k,9150,1,Y,1,13,3,2,80,0,1,2,3,1,0,0,0.0
RM436,33,26-35,1,3,1277,1,15,1,3,1,582,2,1,56,3,3,3,3,1,13610,10k-15k,24619,7,Y,1,12,3,4,80,0,15,2,4,7,6,7,7.0
RM437,33,26-35,1,3,587,1,10,1,3,1,584,1,1,38,1,1,2,4,0,3408,Upto 5k,6705,7,Y,0,13,3,1,80,3,8,2,3,4,3,1,3.0
RM456,33,26-35,0,3,922,1,1,5,3,1,612,1,0,95,4,4,5,3,0,16184,15k+,22578,4,Y,0,19,3,3,80,1,10,2,3,6,1,0,5.0
RM500,33,26-35,0,3,1216,2,8,4,2,1,677,3,1,39,3,2,7,3,0,7104,5k-10k,20431,0,Y,0,12,3,4,80,0,6,3,3,5,0,1,2.0
RM510,33,26-35,0,2,1296,1,6,3,1,1,692,3,1,30,3,2,0,4,0,7725,5k-10k,5335,3,Y,0,23,4,3,80,1,15,2,1,13,11,4,7.0
RM515,33,26-35,1,2,1076,1,3,3,1,1,702,1,1,70,3,1,6,1,2,3348,Upto 5k,3164,1,Y,1,11,3,1,80,0,10,3,3,10,8,9,7.0
RM563,33,26-35,1,3,527,1,1,4,4,1,780,4,1,63,3,1,6,4,2,2686,Upto 5k,5207,1,Y,1,13,3,3,80,0,10,2,2,10,9,7,8.0
RM591,33,26-35,0,3,213,1,7,3,3,1,817,3,1,49,3,3,5,3,1,11691,10k-15k,25995,0,Y,0,11,3,4,80,0,14,3,4,13,9,3,7.0
RM592,33,26-35,1,3,118,2,16,3,2,1,819,1,0,69,3,2,7,1,2,5324,5k-10k,26507,5,Y,0,15,3,3,80,0,6,3,3,3,2,0,2.0
RM620,33,26-35,0,3,586,2,1,3,3,1,855,1,1,48,4,2,7,1,0,4037,Upto 5k,21816,1,Y,0,22,4,1,80,1,9,5,3,9,8,0,8.0
RM656,33,26-35,0,3,1075,0,3,2,0,1,910,4,1,57,3,1,1,2,0,2277,Upto 5k,22650,3,Y,1,11,3,3,80,1,7,4,4,4,3,0,3.0
RM674,33,26-35,0,3,1198,1,1,4,4,1,939,3,1,100,2,1,6,1,2,2799,Upto 5k,3339,3,Y,1,11,3,2,80,0,6,1,3,3,2,0,2.0
RM695,33,26-35,0,3,1069,1,1,3,1,1,969,2,0,42,2,2,0,4,2,6949,5k-10k,12291,0,Y,0,14,3,1,80,0,6,3,3,5,0,1,4.0
RM711,33,26-35,0,0,722,2,17,3,1,1,992,4,1,38,3,4,3,3,2,17444,15k+,20489,1,Y,0,11,3,4,80,0,10,2,3,10,8,6,0.0
RM713,33,26-35,0,3,461,1,13,1,1,1,995,2,0,53,3,1,6,4,2,3452,Upto 5k,17241,3,Y,0,18,3,1,80,0,5,4,3,3,2,0,2.0
RM716,33,26-35,0,2,827,1,1,4,4,1,998,3,0,84,4,2,0,2,1,5488,5k-10k,20161,1,Y,1,13,3,1,80,1,6,2,3,6,5,1,2.0
RM755,33,26-35,0,0,1038,2,8,1,1,1,1044,2,0,88,2,1,8,4,2,2342,Upto 5k,21437,0,Y,0,19,3,4,80,0,3,2,2,2,2,2,2.0
RM791,33,26-35,0,3,654,1,5,3,1,1,1099,4,1,34,2,3,0,4,0,7119,5k-10k,21214,4,Y,0,15,3,3,80,1,9,2,3,3,2,1,2.0
RM793,33,26-35,1,2,827,1,29,4,3,1,1101,1,0,54,2,2,6,3,2,4508,Upto 5k,3129,1,Y,0,22,4,2,80,0,14,4,3,13,7,3,8.0
RM799,33,26-35,1,3,1017,1,25,3,3,1,1108,1,1,55,2,1,6,2,2,2313,Upto 5k,2993,4,Y,1,20,4,2,80,0,5,0,3,2,2,2,2.0
RM803,33,26-35,0,2,970,2,7,3,1,1,1114,4,0,30,3,2,7,2,1,4302,Upto 5k,13401,0,Y,0,17,3,3,80,1,4,3,3,3,2,0,2.0
RM830,33,26-35,1,3,603,2,9,4,2,1,1157,1,0,77,3,2,7,1,2,8224,5k-10k,18385,0,Y,1,17,3,1,80,0,6,3,3,5,2,0,3.0
RM864,33,26-35,0,3,147,0,2,3,0,1,1207,2,1,99,3,1,1,3,1,3600,Upto 5k,8429,1,Y,0,13,3,4,80,1,5,2,3,5,4,1,4.0
RM873,33,26-35,0,2,1146,2,25,3,3,1,1220,2,0,82,3,2,7,3,1,4539,Upto 5k,4905,1,Y,0,12,3,1,80,1,10,3,2,10,7,0,1.0
RM884,33,26-35,0,3,117,1,9,3,3,1,1238,1,1,60,3,1,6,4,1,2781,Upto 5k,6311,0,Y,0,13,3,2,80,1,15,5,3,14,10,4,10.0
RM909,33,26-35,0,3,536,2,10,5,2,1,1268,4,1,82,4,3,7,3,0,8380,5k-10k,21708,0,Y,1,14,3,4,80,2,10,3,3,9,8,0,8.0
RM991,33,26-35,0,2,1111,2,5,1,1,1,1395,2,1,61,3,2,7,4,1,9998,5k-10k,19293,6,Y,0,13,3,1,80,0,8,2,4,5,4,1,2.0
RM1048,33,26-35,0,2,430,2,7,3,3,1,1477,4,1,54,3,2,7,1,1,4373,Upto 5k,17456,0,Y,0,14,3,1,80,2,5,2,3,4,3,0,3.0
RM1067,33,26-35,0,3,1099,1,4,4,3,1,1502,1,0,82,2,1,2,2,1,3838,Upto 5k,8192,8,Y,0,11,3,4,80,0,8,5,3,5,4,0,2.0
RM1075,33,26-35,0,3,516,1,8,5,1,1,1515,4,1,69,3,2,0,3,2,6388,5k-10k,22049,2,Y,1,17,3,1,80,0,14,6,3,0,0,0,0.0
RM1092,33,26-35,0,3,575,1,25,3,1,1,1545,4,1,44,2,2,4,2,2,4320,Upto 5k,24152,1,Y,0,13,3,4,80,0,5,2,3,5,3,0,2.0
RM1096,33,26-35,0,3,589,1,28,4,1,1,1549,2,1,79,3,2,2,3,1,5207,5k-10k,22949,1,Y,1,12,3,2,80,1,15,3,3,15,14,5,7.0
RM1106,33,26-35,0,3,1242,2,8,4,1,1,1560,1,1,46,3,2,7,1,1,6392,5k-10k,10589,2,Y,0,13,3,4,80,1,8,6,1,2,2,2,2.0
RM1190,33,26-35,0,3,392,2,2,4,3,1,1670,4,1,93,3,2,7,4,0,5505,5k-10k,3921,1,Y,0,14,3,3,80,2,6,5,3,6,2,0,4.0
RM1199,33,26-35,0,0,530,2,16,3,1,1,1681,3,0,36,3,2,7,4,0,5368,5k-10k,16130,1,Y,1,25,4,3,80,1,7,2,3,6,5,1,2.0
RM1211,33,26-35,0,3,267,1,21,3,3,1,1698,2,1,79,4,1,2,2,1,2028,Upto 5k,13637,1,Y,0,18,3,4,80,3,14,6,3,14,11,2,13.0
RM1254,33,26-35,0,0,1283,2,2,3,2,1,1756,4,0,62,3,2,7,2,2,5147,5k-10k,10697,8,Y,0,15,3,4,80,0,13,2,2,11,7,1,7.0
RM1256,33,26-35,1,3,211,2,16,3,1,1,1758,1,0,74,3,3,7,1,2,8564,5k-10k,10092,2,Y,1,20,4,3,80,0,11,2,2,0,0,0,0.0
RM1266,33,26-35,0,0,775,1,4,3,5,1,1771,4,1,90,3,2,6,2,0,3055,Upto 5k,6194,5,Y,0,15,3,4,80,2,11,2,2,9,8,1,7.0
RM1283,33,26-35,0,3,867,1,8,4,1,1,1798,4,1,90,4,1,6,1,1,3143,Upto 5k,6076,6,Y,0,19,3,2,80,1,14,1,3,10,8,7,6.0
RM1364,33,26-35,0,3,217,2,10,4,2,1,1924,2,1,43,3,2,7,3,2,5487,5k-10k,10410,1,Y,0,14,3,2,80,0,10,2,2,10,4,0,9.0
RM1399,33,26-35,0,2,1303,1,7,2,1,1,1970,4,1,36,3,2,0,3,0,5968,5k-10k,18079,1,Y,0,20,4,3,80,3,9,2,3,9,7,2,8.0
RM1416,33,26-35,0,0,1313,1,1,2,3,1,1994,2,1,59,2,1,2,3,0,2008,Upto 5k,20439,1,Y,0,12,3,3,80,3,1,2,2,1,1,0,0.0
RM1426,33,26-35,0,3,501,1,15,2,3,1,2009,2,0,95,3,2,0,4,1,4878,Upto 5k,21653,0,Y,1,13,3,1,80,1,10,6,3,9,7,8,1.0
RM014,34,26-35,0,1,1346,1,19,2,3,1,18,2,1,93,3,1,2,4,0,2661,Upto 5k,8758,0,Y,0,11,3,3,80,1,3,2,3,2,2,1,2.0
RM023,34,26-35,0,1,419,1,7,4,1,1,28,1,0,53,3,3,5,2,2,11994,10k-15k,21293,0,Y,0,11,3,3,80,0,13,4,3,12,6,2,
RM025,34,26-35,1,3,699,1,6,1,3,1,31,2,1,83,3,1,6,1,2,2960,Upto 5k,17102,2,Y,0,11,3,3,80,0,8,2,3,4,2,1,
RM047,34,26-35,0,0,1065,2,23,4,2,1,60,2,1,72,3,2,7,3,2,4568,Upto 5k,10034,0,Y,0,20,4,3,80,0,10,2,3,9,5,8,7.0
RM085,34,26-35,0,3,1153,1,1,2,3,1,110,1,1,94,3,2,4,2,1,4325,Upto 5k,17736,1,Y,0,15,3,3,80,0,5,2,3,5,2,1,3.0
RM104,34,26-35,0,3,665,1,6,4,4,1,138,1,0,41,3,2,6,3,2,4809,Upto 5k,12482,1,Y,0,14,3,3,80,0,16,3,3,16,13,2,10.0
RM112,34,26-35,1,2,658,1,7,3,1,1,147,1,1,66,1,2,2,3,2,6074,5k-10k,22887,1,Y,1,24,4,4,80,0,9,3,3,9,7,0,6.0
RM115,34,26-35,0,3,1031,1,6,4,1,1,151,3,0,45,2,2,6,2,0,4505,Upto 5k,15000,6,Y,0,15,3,3,80,1,12,3,3,1,0,0,0.0
RM117,34,26-35,0,3,1354,1,5,3,3,1,153,3,0,45,2,3,3,1,2,11631,10k-15k,5615,2,Y,0,12,3,4,80,0,14,6,3,11,10,5,8.0
RM160,34,26-35,0,2,303,2,2,4,2,1,216,3,0,75,3,1,8,3,1,2231,Upto 5k,11314,6,Y,0,18,3,4,80,1,6,3,3,4,3,1,2.0
RM182,34,26-35,0,3,629,1,27,2,3,1,247,4,0,95,3,1,6,2,2,2311,Upto 5k,5711,2,Y,0,15,3,4,80,0,9,3,3,3,2,1,2.0
RM189,34,26-35,0,2,1069,1,2,1,1,1,256,4,1,45,2,2,4,3,1,9547,5k-10k,14074,1,Y,0,17,3,3,80,0,10,2,2,10,9,1,9.0
RM203,34,26-35,0,2,878,1,10,4,3,1,277,4,1,43,3,1,6,3,0,3815,Upto 5k,5972,1,Y,1,17,3,4,80,1,5,4,4,5,3,2,0.0
RM248,34,26-35,0,3,470,1,2,4,1,1,339,4,1,84,2,2,4,1,1,5957,5k-10k,23687,6,Y,0,13,3,2,80,1,13,3,3,11,9,5,9.0
RM379,34,26-35,1,0,1362,2,19,3,2,1,502,1,1,67,4,2,7,4,2,5304,5k-10k,4652,8,Y,1,13,3,2,80,0,9,3,2,5,2,0,4.0
RM394,34,26-35,0,0,1381,2,4,4,2,1,523,3,0,72,3,2,7,3,1,6538,5k-10k,12740,9,Y,0,15,3,1,80,1,6,3,3,3,2,1,2.0
RM416,34,26-35,1,2,296,2,6,2,2,1,555,4,0,33,1,1,8,3,0,2351,Upto 5k,12253,0,Y,0,16,3,4,80,1,3,3,2,2,2,1,0.0
RM433,34,26-35,0,3,1303,1,2,4,1,1,579,4,1,62,2,1,6,3,0,2768,Upto 5k,8416,3,Y,0,12,3,3,80,1,14,3,3,7,3,5,7.0
RM441,34,26-35,1,2,988,0,23,3,0,1,590,2,0,43,3,3,1,1,0,9950,5k-10k,11533,9,Y,1,15,3,3,80,3,11,2,3,3,2,0,2.0
RM463,34,26-35,0,3,258,2,21,4,1,1,621,4,1,74,4,2,7,4,2,5337,5k-10k,19921,1,Y,0,12,3,4,80,0,10,3,3,10,7,5,7.0
RM482,34,26-35,0,3,254,1,1,2,1,1,649,2,1,83,2,1,6,4,1,3622,Upto 5k,22794,1,Y,1,13,3,4,80,1,6,3,3,6,5,1,3.0
